Bill Number,Title,Session,Status,Issue,TAN Status,Committee,All Org Action Alerts,Hosted AAs,#Actions,Co-hosted AAs,#Actions,Promoted AAs,#Actions,# Total Actions,# Total Click Throughs,Org's Most Recently Published AA,OMRP Date,OMRP Committee,Created By
"=HYPERLINK(""https://www.takeaction.network/bills/8240"", ""2141"")",Promoting affordable housing in unincorporated areas within urban growt,2024,H Finance,Housing,in_committee,House Finance,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2141&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8243"", ""2144"")",Providing for a deposit return program for qualifying beverage containe,2023,H Rules X,Environment,rules_x,House Rules,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2144&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8243"", ""2144"")",Providing for a deposit return program for qualifying beverage containe,2024,H Rules X,Environment,rules_x,House Rules,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2144&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""4"")",4,98,0,0,0,0,98,124,"=HYPERLINK(""https://www.takeaction.network/xactions/34718"", ""Comment on HB 2144 (Beverage container recycling and reuse through a deposit return system)"")",02/06/2024,House Rules,Suellen M.
"=HYPERLINK(""https://www.takeaction.network/bills/8313"", ""2156"")",Providing solar consumer protections.,2023,C 349 L 24,Environment,signed_by_governor,,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2156&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8313"", ""2156"")",Providing solar consumer protections.,2024,C 349 L 24,Environment,signed_by_governor,,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2156&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""2"")",2,61,0,0,0,0,61,75,"=HYPERLINK(""https://www.takeaction.network/xactions/34683"", ""Comment on HB 2156 Solar Consumer Protections"")",02/04/2024,House,David P.
"=HYPERLINK(""https://www.takeaction.network/bills/8298"", ""2160"")",Promoting community and transit-oriented housing development. ,2023,H Rules 3C,Housing,on_rules_consideration_list_for_3rd_reading,House Rules,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2160&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8298"", ""2160"")",Promoting community and transit-oriented housing development. ,2024,H Rules 3C,Housing,on_rules_consideration_list_for_3rd_reading,House Rules,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2160&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""4"")",4,85,0,0,0,0,85,109,"=HYPERLINK(""https://www.takeaction.network/xactions/34981"", ""Support HB 2160 (Promoting transit-oriented development) (Senate: In Committee (Ways & Means))"")",02/20/2024,"Senate Local Government, Land Use & Tribal Affairs",Jordan G.
"=HYPERLINK(""https://www.takeaction.network/bills/8383"", ""2201"")",Facilitating linkage of Washington's carbon market with the California-,2023,H Rules X,Averting Climate Catastrophe,rules_x,House Rules,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2201&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8383"", ""2201"")",Facilitating linkage of Washington's carbon market with the California-,2024,H Rules X,Averting Climate Catastrophe,rules_x,House Rules,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2201&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""2"")",2,26,0,0,0,0,26,31,"=HYPERLINK(""https://www.takeaction.network/xactions/34434"", ""Improve HB 2201: Linking WA Cap and Invest Program with CA and Quebec (House: In Committee (Environment & Energy))"")",01/21/2024,House Environment & Energy,Katherine W.
"=HYPERLINK(""https://www.takeaction.network/bills/8414"", ""2231"")",Incentivizing cities and counties to attract and retain commissioned la,2023,H Local Govt,,in_committee,House Local Government,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2231&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8414"", ""2231"")",Incentivizing cities and counties to attract and retain commissioned la,2024,H Local Govt,,in_committee,House Local Government,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2231&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8415"", ""2232"")",Concerning petroleum products supply and pricing.,2023,H Env & Energy,Environment,in_committee,House Environment & Energy,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2232&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8415"", ""2232"")",Concerning petroleum products supply and pricing.,2024,H Env & Energy,Environment,in_committee,House Environment & Energy,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2232&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8427"", ""2243"")",Creating the children's social equity land trust.,2023,H Cap Budget,Averting Climate Catastrophe,in_committee,House Capital Budget,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2243&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8427"", ""2243"")",Creating the children's social equity land trust.,2024,H Cap Budget,Averting Climate Catastrophe,in_committee,House Capital Budget,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2243&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""1"")",1,18,0,0,0,0,18,20,"=HYPERLINK(""https://www.takeaction.network/xactions/34361"", ""Provide Written Testimony on HB 2243 (Social equity land trust) to the House Agriculture & Natural Resources (oppose)"")",01/16/2024,House Agriculture & Natural Resources,David P.
"=HYPERLINK(""https://www.takeaction.network/bills/8438"", ""2253"")",Concerning fair access to community solar.,2023,H Env & Energy,Averting Climate Catastrophe,in_committee,House Environment & Energy,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2253&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8438"", ""2253"")",Concerning fair access to community solar.,2024,H Env & Energy,Averting Climate Catastrophe,in_committee,House Environment & Energy,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2253&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""1"")",1,18,0,0,0,0,18,24,"=HYPERLINK(""https://www.takeaction.network/xactions/34317"", ""Support  HB 2253 (Concerning fair access to community solar.): Sign in 'Pro' for House Environment & Energy's Public Hearing"")",01/14/2024,House Environment & Energy,Scott P.
"=HYPERLINK(""https://www.takeaction.network/bills/8508"", ""2262"")",Reducing the rolling resistance of motor vehicle replacement tires.,2023,H Transportation,Environment,in_committee,House Transportation,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2262&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8508"", ""2262"")",Reducing the rolling resistance of motor vehicle replacement tires.,2024,H Transportation,Environment,in_committee,House Transportation,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2262&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8522"", ""2276"")",Increasing the supply of affordable and workforce housing.,2023,H Rules R,Housing,on_rules_review_list_for_2nd_reading,House Rules,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2276&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8522"", ""2276"")",Increasing the supply of affordable and workforce housing.,2024,H Rules R,Housing,on_rules_review_list_for_2nd_reading,House Rules,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2276&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""2"")",2,42,0,0,0,0,42,48,"=HYPERLINK(""https://www.takeaction.network/xactions/34708"", ""Comment on HB 2276 (Affordable Homes)"")",02/06/2024,House Finance,Jordan G.
"=HYPERLINK(""https://www.takeaction.network/bills/8593"", ""2299"")",Concerning the authority of the department of natural resources to leas,2023,H Cap Budget,Environment,in_committee,House Capital Budget,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2299&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8593"", ""2299"")",Concerning the authority of the department of natural resources to leas,2024,H Cap Budget,Environment,in_committee,House Capital Budget,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2299&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8595"", ""2301"")",Improving the outcomes associated with waste material management system,2023,Del to Gov,Averting Climate Catastrophe,delivered_to_governor,,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2301&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8595"", ""2301"")",Improving the outcomes associated with waste material management system,2024,Del to Gov,Averting Climate Catastrophe,delivered_to_governor,,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2301&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""1"")",1,26,0,0,0,0,26,34,"=HYPERLINK(""https://www.takeaction.network/xactions/34740"", ""Comment on HB 2301 (Improving food recovery and compost)"")",02/11/2024,House Rules,Suellen M.
"=HYPERLINK(""https://www.takeaction.network/bills/8671"", ""2333"")",Assessing the carbon sequestration potential of state-owned lands for t,2023,H Cap Budget,Environment,in_committee,House Capital Budget,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2333&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8671"", ""2333"")",Assessing the carbon sequestration potential of state-owned lands for t,2024,H Cap Budget,Environment,in_committee,House Capital Budget,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2333&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""1"")",1,11,0,0,0,0,11,12,"=HYPERLINK(""https://www.takeaction.network/xactions/34442"", ""Provide Written Testimony on HB 2333 (Carbon seq./state lands) to the House Environment & Energy (improve)"")",01/22/2024,House Environment & Energy,David P.
"=HYPERLINK(""https://www.takeaction.network/bills/8760"", ""2376"")","Concerning the regulatory obligations of certain public entities, inclu",2023,H Env & Energy,Environment,in_committee,House Environment & Energy,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2376&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8760"", ""2376"")","Concerning the regulatory obligations of certain public entities, inclu",2024,H Env & Energy,Environment,in_committee,House Environment & Energy,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2376&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""1"")",1,38,0,0,0,0,38,44,"=HYPERLINK(""https://www.takeaction.network/xactions/34437"", ""Sign in CON and Provide Written Testimony Opposing HB 2376: Adjusting the Climate Commitment Act's provision of free allowances to municipal gas utilities"")",01/21/2024,House Environment & Energy,Katherine W.
"=HYPERLINK(""https://www.takeaction.network/bills/8793"", ""2401"")",Providing for the responsible management of refrigerant gases with a hi,2023,S Ways & Means,Environment,in_committee,Senate Ways & Means,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2401&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8793"", ""2401"")",Providing for the responsible management of refrigerant gases with a hi,2024,S Ways & Means,Environment,in_committee,Senate Ways & Means,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2401&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""1"")",1,36,0,0,0,0,36,40,"=HYPERLINK(""https://www.takeaction.network/xactions/34451"", ""Support  HB 2401: Reclaiming Refrigerants from Appliances"")",01/21/2024,House Environment & Energy,Suellen M.
"=HYPERLINK(""https://www.takeaction.network/bills/8797"", ""2405"")",Concerning sustainability factors in investment strategies and proxy vo,2023,H Approps,Democracy & Good Government,in_committee,House Appropriations,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2405&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8797"", ""2405"")",Concerning sustainability factors in investment strategies and proxy vo,2024,H Approps,Democracy & Good Government,in_committee,House Appropriations,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2405&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""1"")",1,18,0,0,0,0,18,29,"=HYPERLINK(""https://www.takeaction.network/xactions/34441"", ""Support HB 2405: Climate Safe Pensions (House: In Committee (Appropriations))"")",01/19/2024,House Appropriations,Andrew E.
"=HYPERLINK(""https://www.takeaction.network/bills/8802"", ""2410"")",Expanding tax preferences for jet fuel. ,2023,H Finance,Environment,in_committee,House Finance,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2410&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8802"", ""2410"")",Expanding tax preferences for jet fuel. ,2024,H Finance,Environment,in_committee,House Finance,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2410&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8832"", ""2417"")",Establishing the development of renewable energy for Washington revolvi,2023,H Cap Budget,Environment,in_committee,House Capital Budget,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2417&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8832"", ""2417"")",Establishing the development of renewable energy for Washington revolvi,2024,H Cap Budget,Environment,in_committee,House Capital Budget,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2417&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""1"")",1,23,0,0,0,0,23,34,"=HYPERLINK(""https://www.takeaction.network/xactions/34616"", ""Improve HB 2417 (Renewable energy revolving loan program) to the House Capital Budget"")",01/30/2024,House Capital Budget,Suellen M.
"=HYPERLINK(""https://www.takeaction.network/bills/8889"", ""2446"")",Investing in reforestation efforts following landscape-scale forest dis,2023,H Rules R,Environment,on_rules_review_list_for_2nd_reading,House Rules,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2446&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8889"", ""2446"")",Investing in reforestation efforts following landscape-scale forest dis,2024,H Rules R,Environment,on_rules_review_list_for_2nd_reading,House Rules,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=2446&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8826"", ""4003"")",Requesting that the United States join in developing a Fossil Fuel Nonp,2023,H Env & Energy,Averting Climate Catastrophe,in_committee,House Environment & Energy,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=4003&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8826"", ""4003"")",Requesting that the United States join in developing a Fossil Fuel Nonp,2024,H Env & Energy,Averting Climate Catastrophe,in_committee,House Environment & Energy,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=4003&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""1"")",1,29,0,0,0,0,29,33,"=HYPERLINK(""https://www.takeaction.network/xactions/34496"", ""Support HJM 4003 (Fossil Fuel Non-Proliferation): Sign in 'Pro' for House Environment & Energy's Public Hearing"")",01/23/2024,House Environment & Energy,David P.
"=HYPERLINK(""https://www.takeaction.network/bills/8856"", ""4210"")",Adding a new section to the Washington state Constitution regarding the,2023,H Env & Energy,Environment,in_committee,House Environment & Energy,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=4210&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/8856"", ""4210"")",Adding a new section to the Washington state Constitution regarding the,2024,H Env & Energy,Environment,in_committee,House Environment & Energy,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=4210&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""1"")",1,31,0,0,0,0,31,46,"=HYPERLINK(""https://www.takeaction.network/xactions/34557"", ""Sign in PRO or sign in PRO with comments supporting HJR 4210 Adding a Green Amendment to the Washington state Constitution for the conservation and protection of the state's natural resources."")",01/28/2024,House Environment & Energy,Rosemary M.
"=HYPERLINK(""https://www.takeaction.network/bills/6073"", ""5017"")",Dedicating the sales tax on motor vehicles to highway uses.,2023,S Ways & Means,Environment,in_committee,Senate Ways & Means,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5017&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6073"", ""5017"")",Dedicating the sales tax on motor vehicles to highway uses.,2024,S Ways & Means,Environment,in_committee,Senate Ways & Means,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5017&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6092"", ""5030"")",Changing the expiration date for the sales and use tax exemption of hog,2023,S Ways & Means,Environment,in_committee,Senate Ways & Means,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5030&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6092"", ""5030"")",Changing the expiration date for the sales and use tax exemption of hog,2024,S Ways & Means,Environment,in_committee,Senate Ways & Means,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5030&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6108"", ""5037"")",Ensuring that the Washington state energy code may not prohibit the use,2023,"S Environment, E",Environment,in_committee,"Senate Environment, Energy & Technology","=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5037&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6108"", ""5037"")",Ensuring that the Washington state energy code may not prohibit the use,2024,"S Environment, E",Environment,in_committee,"Senate Environment, Energy & Technology","=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5037&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6121"", ""5039"")",Mitigating the risk of wildfires through electric utility planning and ,2023,S Ways & Means,Environment,in_committee,Senate Ways & Means,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5039&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6121"", ""5039"")",Mitigating the risk of wildfires through electric utility planning and ,2024,S Ways & Means,Environment,in_committee,Senate Ways & Means,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5039&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6125"", ""5043"")",Recognizing that power plants that comply with the state greenhouse gas,2023,"S Environment, E",Environment,in_committee,"Senate Environment, Energy & Technology","=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5043&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6125"", ""5043"")",Recognizing that power plants that comply with the state greenhouse gas,2024,"S Environment, E",Environment,in_committee,"Senate Environment, Energy & Technology","=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5043&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6133"", ""5045"")",Incentivizing rental of accessory dwelling units to low-income househol,2023,C 335 L 23,Housing,signed_by_governor,,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5045&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6133"", ""5045"")",Incentivizing rental of accessory dwelling units to low-income househol,2024,C 335 L 23,Housing,signed_by_governor,,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5045&x_search%5Bend_date%5D=Dec+01+2024&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2023"", ""0"")",0,0,0,0,0,0,0,0,,,,
"=HYPERLINK(""https://www.takeaction.network/bills/6145"", ""5057"")",Creating a work group to evaluate the costs of the state energy perform,2023,S Rules X,Environment,rules_x,Senate Rules,"=HYPERLINK(""https://www.takeaction.network/xactions?x_search%5Bbills_string%5D=5057&x_search%5Bend_date%5D=Dec+01+2023&x_search%5Borgs_string%5D=631&x_search%5Bstart_date%5D=Dec+01+2022"", ""1"")",0,0,0,0,1,76,76,105,,,,
